1779959446.216646 server started (21110): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779959446.216673 on Linux 6.8.0-71-generic #71-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 22 16:52:38 UTC 2025
1779959446.216680 using libevent 2.1.12-stable poll
1779959446.216682 using ncurses 6.4 20240113
1779959446.233330 args_parse: 29 = New After (type STRING)
1779959446.233332 args_parse: 30 = w (type STRING)
1779959446.233335 args_parse: 31 = new-window -a (type COMMANDS)
1779959446.233338 args_parse: 32 = New At End (type STRING)
1779959446.233344 args_parse: 33 = W (type STRING)
1779959446.233347 args_parse: 34 = new-window (type COMMANDS)
1779959446.233386 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1779959446.233391 args_parse_flags: next -n
1779959446.233393 args_parse_flags: -n
1779959446.233396 args_parse_flags: next M-MouseDown3Status
1779959446.233398 args_parse: flags end at 2 of 4
1779959446.233401 args_parse: 2 = M-MouseDown3Status (type STRING)
1779959446.233439 args_parse: 3 = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } (type COMMANDS)
1779959446.233490 cmd_parse_build_commands: bind-key -n M-MouseDown3Status { display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } }
1779959446.233500 cmdq_get_command: [bind-key/0x647b21e9a0d0] group 1070
1779959446.233504 cmdq_append <global>: [bind-key/0x647b21e9a0d0]
1779959446.233512 yylex_token: end at WS
1779959446.233515 yylex_token: bind
1779959446.233518 yylex_token: end at WS
1779959446.233520 yylex_token: -n
1779959446.233524 yylex_token: end at WS
1779959446.233526 yylex_token: MouseDown3Pane
1779959446.233529 yylex_token: end at WS
1779959446.233532 yylex_token: if
1779959446.233535 yylex_token: end at WS
1779959446.233537 yylex_token: -Ft=
1779959446.233545 yylex_token: end at WS
1779959446.233549 yylex_token: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1779959446.233553 yylex_token: end at WS
1779959446.233556 yylex_token: select-pane
1779959446.233558 yylex_token: end at ;
1779959446.233561 yylex_token: -t=
1779959446.233564 yylex_token: end at WS
1779959446.233567 yylex_token: send
1779959446.233570 yylex_token: end at WS
1779959446.233572 yylex_token: -M
1779959446.233576 yylex_token: end at WS
1779959446.233579 yylex_token: display-menu
1779959446.233581 yylex_token: end at WS
1779959446.233584 yylex_token: -t=
1779959446.233586 yylex_token: end at WS
1779959446.233588 yylex_token: -xM
1779959446.233589 yylex_token: end at WS
1779959446.233591 yylex_token: -yM
1779959446.233593 yylex_token: end at WS
1779959446.233594 yylex_token: -T
1779959446.233597 yylex_token: end at WS
1779959446.233599 yylex_token: #[align=centre]#{pane_index} (#{pane_id})
1779959446.233602 yylex_token: end at WS
1779959446.233604 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1779959446.233606 yylex_token: end at WS
1779959446.233608 yylex_token: <
1779959446.233610 yylex_token: end at WS
1779959446.233611 yylex_token: send
1779959446.233613 yylex_token: end at WS
1779959446.233615 yylex_token: -X
1779959446.233617 yylex_token: end at }
1779959446.233618 yylex_token: history-top
1779959446.233626 yylex_token: end at WS
1779959446.233628 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1779959446.233630 yylex_token: end at WS
1779959446.233632 yylex_token: >
1779959446.233634 yylex_token: end at WS
1779959446.233636 yylex_token: send
1779959446.233637 yylex_token: end at WS
1779959446.233639 yylex_token: -X
1779959446.233641 yylex_token: end at }
1779959446.233643 yylex_token: history-bottom
1779959446.233645 yylex_token: end at WS
1779959446.233646 yylex_token: 
1779959446.233650 yylex_token: end at WS
1779959446.233652 yylex_token: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1779959446.233654 yylex_token: end at WS
1779959446.233656 yylex_token: C-r
1779959446.233657 yylex_token: end at WS
1779959446.233659 yylex_token: if
1779959446.233661 yylex_token: end at WS
1779959446.233662 yylex_token: -F
1779959446.233665 yylex_token: end at WS
1779959446.233667 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1779959446.233669 yylex_token: end at ;
1779959446.233671 yylex_token: copy-mode -t=
1779959446.233673 yylex_token: end at WS
1779959446.233675 yylex_token: send
1779959446.233677 yylex_token: end at WS
1779959446.233678 yylex_token: -Xt=
1779959446.233680 yylex_token: end at WS
1779959446.233682 yylex_token: search-backward
1779959446.233684 yylex_token: end at }
1779959446.233686 yylex_token: #{q:mouse_word}
1779959446.233689 yylex_token: end at WS
1779959446.233691 yylex_token: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1779959446.233693 yylex_token: end at WS
1779959446.233695 yylex_token: C-y
1779959446.233712 yylex_token: end at WS
1779959446.233718 yylex_token: copy-mode
1779959446.233720 yylex_token: end at ;
1779959446.233721 yylex_token: -q
1779959446.233724 yylex_token: end at WS
1779959446.233725 yylex_token: send-keys
1779959446.233727 yylex_token: end at WS
1779959446.233729 yylex_token: -l
1779959446.233730 yylex_token: end at WS
1779959446.233732 yylex_token: --
1779959446.233734 yylex_token: end at }
1779959446.233736 yylex_token: #{q:mouse_word}
1779959446.233739 yylex_token: end at WS
1779959446.233741 yylex_token: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1779959446.233743 yylex_token: end at WS
1779959446.233745 yylex_token: c
1779959446.233747 yylex_token: end at WS
1779959446.233748 yylex_token: copy-mode
1779959446.233750 yylex_token: end at ;
1779959446.233752 yylex_token: -q
1779959446.233754 yylex_token: end at WS
1779959446.233756 yylex_token: set-buffer
1779959446.233757 yylex_token: end at WS
1779959446.233759 yylex_token: --
1779959446.233761 yylex_token: end at }
1779959446.233763 yylex_token: #{q:mouse_word}
1779959446.233766 yylex_token: end at WS
1779959446.233767 yylex_token: #{?mouse_line,Copy Line,}
1779959446.233769 yylex_token: end at WS
1779959446.233771 yylex_token: l
1779959446.233773 yylex_token: end at WS
1779959446.233775 yylex_token: copy-mode
1779959446.233776 yylex_token: end at ;
1779959446.233778 yylex_token: -q
1779959446.233780 yylex_token: end at WS
1779959446.233782 yylex_token: set-buffer
1779959446.233783 yylex_token: end at WS
1779959446.233785 yylex_token: --
1779959446.233787 yylex_token: end at }
1779959446.233789 yylex_token: #{q:mouse_line}
1779959446.233791 yylex_token: end at WS
1779959446.233792 yylex_token: 
1779959446.233796 yylex_token: end at WS
1779959446.233798 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1779959446.233800 yylex_token: end at WS
1779959446.233801 yylex_token: C-h
1779959446.233803 yylex_token: end at WS
1779959446.233805 yylex_token: copy-mode
1779959446.233807 yylex_token: end at ;
1779959446.233808 yylex_token: -q
1779959446.233810 yylex_token: end at WS
1779959446.233812 yylex_token: send-keys
1779959446.233814 yylex_token: end at WS
1779959446.233816 yylex_token: -l
1779959446.233817 yylex_token: end at WS
1779959446.233819 yylex_token: --
1779959446.233821 yylex_token: end at }
1779959446.233823 yylex_token: #{q:mouse_hyperlink}
1779959446.233826 yylex_token: end at WS
1779959446.233832 yylex_token: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1779959446.233837 yylex_token: end at WS
1779959446.233838 yylex_token: h
1779959446.233840 yylex_token: end at WS
1779959446.233842 yylex_token: copy-mode
1779959446.233844 yylex_token: end at ;
1779959446.233845 yylex_token: -q
1779959446.233847 yylex_token: end at WS
1779959446.233849 yylex_token: set-buffer
1779959446.233851 yylex_token: end at WS
1779959446.233852 yylex_token: --
1779959446.233855 yylex_token: end at }
1779959446.233856 yylex_token: #{q:mouse_hyperlink}
1779959446.233858 yylex_token: end at WS
1779959446.233860 yylex_token: 
1779959446.233862 yylex_token: end at WS
1779959446.233864 yylex_token: Horizontal Split
1779959446.233865 yylex_token: end at WS
1779959446.233867 yylex_token: h
1779959446.233869 yylex_token: end at WS
1779959446.233871 yylex_token: split-window
1779959446.233873 yylex_token: end at }
1779959446.233874 yylex_token: -h
1779959446.233876 yylex_token: end at WS
1779959446.233878 yylex_token: Vertical Split
1779959446.233880 yylex_token: end at WS
1779959446.233881 yylex_token: v
1779959446.233884 yylex_token: end at WS
1779959446.233885 yylex_token: split-window
1779959446.233887 yylex_token: end at }
1779959446.233889 yylex_token: -v
1779959446.233890 yylex_token: end at WS
1779959446.233892 yylex_token: 
1779959446.233895 yylex_token: end at WS
1779959446.233897 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Up
1779959446.233899 yylex_token: end at WS
1779959446.233900 yylex_token: u
1779959446.233902 yylex_token: end at WS
1779959446.233904 yylex_token: swap-pane
1779959446.233905 yylex_token: end at }
1779959446.233907 yylex_token: -U
1779959446.233910 yylex_token: end at WS
1779959446.233912 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Down
1779959446.233913 yylex_token: end at WS
1779959446.233915 yylex_token: d
1779959446.233917 yylex_token: end at WS
1779959446.233918 yylex_token: swap-pane
1779959446.233920 yylex_token: end at }
1779959446.233922 yylex_token: -D
1779959446.233925 yylex_token: end at WS
1779959446.233926 yylex_token: #{?pane_marked_set,,-}Swap Marked
1779959446.233928 yylex_token: end at WS
1779959446.233930 yylex_token: s
1779959446.233932 yylex_token: end at }
1779959446.233933 yylex_token: swap-pane
1779959446.233935 yylex_token: end at WS
1779959446.233937 yylex_token: 
1779959446.233939 yylex_token: end at WS
1779959446.233940 yylex_token: Kill
1779959446.233942 yylex_token: end at WS
1779959446.233944 yylex_token: X
1779959446.233946 yylex_token: end at }
1779959446.233948 yylex_token: kill-pane
1779959446.233955 yylex_token: end at WS
1779959446.233957 yylex_token: Respawn
1779959446.233959 yylex_token: end at WS
1779959446.233960 yylex_token: R
1779959446.233962 yylex_token: end at WS
1779959446.233964 yylex_token: respawn-pane
1779959446.233966 yylex_token: end at }
1779959446.233968 yylex_token: -k
1779959446.233970 yylex_token: end at WS
1779959446.233972 yylex_token: #{?pane_marked,Unmark,Mark}
1779959446.233974 yylex_token: end at WS
1779959446.233975 yylex_token: m
1779959446.233977 yylex_token: end at WS
1779959446.233979 yylex_token: select-pane
1779959446.233981 yylex_token: end at }
1779959446.233982 yylex_token: -m
1779959446.233986 yylex_token: end at WS
1779959446.233988 yylex_token: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1779959446.233990 yylex_token: end at WS
1779959446.233992 yylex_token: z
1779959446.233994 yylex_token: end at WS
1779959446.233995 yylex_token: resize-pane
1779959446.233997 yylex_token: end at }
1779959446.233999 yylex_token: -Z
1779959446.234003 cmd_parse_build_commands 0:0: bind
1779959446.234005 cmd_parse_build_commands 0:1: -n
1779959446.234007 cmd_parse_build_commands 0:2: MouseDown3Pane
1779959446.234009 cmd_parse_build_commands 0:3 0:0: if
1779959446.234011 cmd_parse_build_commands 0:3 0:1: -Ft=
1779959446.234013 cmd_parse_build_commands 0:3 0:2: #{||:#{mouse_any_flag},#{&&:#{pane_in_mode},#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}}}
1779959446.234016 cmd_parse_build_commands 0:3 0:3 0:0: select-pane
1779959446.234021 cmd_parse_build_commands 0:3 0:3 0:1: -t=
1779959446.234023 cmd_parse_build_commands 0:3 0:3 1:0: send
1779959446.234025 cmd_parse_build_commands 0:3 0:3 1:1: -M
1779959446.234027 cmd_parse_build_commands 0:3 0:4 0:0: display-menu
1779959446.234029 cmd_parse_build_commands 0:3 0:4 0:1: -t=
1779959446.234031 cmd_parse_build_commands 0:3 0:4 0:2: -xM
1779959446.234032 cmd_parse_build_commands 0:3 0:4 0:3: -yM
1779959446.234034 cmd_parse_build_commands 0:3 0:4 0:4: -T
1779959446.234036 cmd_parse_build_commands 0:3 0:4 0:5: #[align=centre]#{pane_index} (#{pane_id})
1779959446.234039 cmd_parse_build_commands 0:3 0:4 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1779959446.234041 cmd_parse_build_commands 0:3 0:4 0:7: <
1779959446.234043 cmd_parse_build_commands 0:3 0:4 0:8 0:0: send
1779959446.234045 cmd_parse_build_commands 0:3 0:4 0:8 0:1: -X
1779959446.234047 cmd_parse_build_commands 0:3 0:4 0:8 0:2: history-top
1779959446.234049 cmd_parse_build_commands 0:3 0:4 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1779959446.234052 cmd_parse_build_commands 0:3 0:4 0:10: >
1779959446.234055 cmd_parse_build_commands 0:3 0:4 0:11 0:0: send
1779959446.234058 cmd_parse_build_commands 0:3 0:4 0:11 0:1: -X
1779959446.234061 cmd_parse_build_commands 0:3 0:4 0:11 0:2: history-bottom
1779959446.234064 cmd_parse_build_commands 0:3 0:4 0:12: 
1779959446.234067 cmd_parse_build_commands 0:3 0:4 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1779959446.234069 cmd_parse_build_commands 0:3 0:4 0:14: C-r
1779959446.234072 cmd_parse_build_commands 0:3 0:4 0:15 0:0: if
1779959446.234074 cmd_parse_build_commands 0:3 0:4 0:15 0:1: -F
1779959446.234078 cmd_parse_build_commands 0:3 0:4 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1779959446.234081 cmd_parse_build_commands 0:3 0:4 0:15 0:3: copy-mode -t=
1779959446.234098 cmd_parse_build_commands 0:3 0:4 0:15 1:0: send
1779959446.234101 cmd_parse_build_commands 0:3 0:4 0:15 1:1: -Xt=
1779959446.234104 cmd_parse_build_commands 0:3 0:4 0:15 1:2: search-backward
1779959446.234107 cmd_parse_build_commands 0:3 0:4 0:15 1:3: #{q:mouse_word}
1779959446.234111 cmd_parse_build_commands 0:3 0:4 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1779959446.234114 cmd_parse_build_commands 0:3 0:4 0:17: C-y
1779959446.234117 cmd_parse_build_commands 0:3 0:4 0:18 0:0: copy-mode
1779959446.234120 cmd_parse_build_commands 0:3 0:4 0:18 0:1: -q
1779959446.234127 cmd_parse_build_commands 0:3 0:4 0:18 1:0: send-keys
1779959446.234130 cmd_parse_build_commands 0:3 0:4 0:18 1:1: -l
1779959446.234133 cmd_parse_build_commands 0:3 0:4 0:18 1:2: --
1779959446.234136 cmd_parse_build_commands 0:3 0:4 0:18 1:3: #{q:mouse_word}
1779959446.234139 cmd_parse_build_commands 0:3 0:4 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1779959446.234140 cmd_parse_build_commands 0:3 0:4 0:20: c
1779959446.234143 cmd_parse_build_commands 0:3 0:4 0:21 0:0: copy-mode
1779959446.234145 cmd_parse_build_commands 0:3 0:4 0:21 0:1: -q
1779959446.234146 cmd_parse_build_commands 0:3 0:4 0:21 1:0: set-buffer
1779959446.234148 cmd_parse_build_commands 0:3 0:4 0:21 1:1: --
1779959446.234150 cmd_parse_build_commands 0:3 0:4 0:21 1:2: #{q:mouse_word}
1779959446.234152 cmd_parse_build_commands 0:3 0:4 0:22: #{?mouse_line,Copy Line,}
1779959446.234154 cmd_parse_build_commands 0:3 0:4 0:23: l
1779959446.234156 cmd_parse_build_commands 0:3 0:4 0:24 0:0: copy-mode
1779959446.234158 cmd_parse_build_commands 0:3 0:4 0:24 0:1: -q
1779959446.234160 cmd_parse_build_commands 0:3 0:4 0:24 1:0: set-buffer
1779959446.234162 cmd_parse_build_commands 0:3 0:4 0:24 1:1: --
1779959446.234163 cmd_parse_build_commands 0:3 0:4 0:24 1:2: #{q:mouse_line}
1779959446.234165 cmd_parse_build_commands 0:3 0:4 0:25: 
1779959446.234167 cmd_parse_build_commands 0:3 0:4 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1779959446.234169 cmd_parse_build_commands 0:3 0:4 0:27: C-h
1779959446.234171 cmd_parse_build_commands 0:3 0:4 0:28 0:0: copy-mode
1779959446.234173 cmd_parse_build_commands 0:3 0:4 0:28 0:1: -q
1779959446.234179 cmd_parse_build_commands 0:3 0:4 0:28 1:0: send-keys
1779959446.234181 cmd_parse_build_commands 0:3 0:4 0:28 1:1: -l
1779959446.234183 cmd_parse_build_commands 0:3 0:4 0:28 1:2: --
1779959446.234185 cmd_parse_build_commands 0:3 0:4 0:28 1:3: #{q:mouse_hyperlink}
1779959446.234187 cmd_parse_build_commands 0:3 0:4 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1779959446.234189 cmd_parse_build_commands 0:3 0:4 0:30: h
1779959446.234191 cmd_parse_build_commands 0:3 0:4 0:31 0:0: copy-mode
1779959446.234193 cmd_parse_build_commands 0:3 0:4 0:31 0:1: -q
1779959446.234197 cmd_parse_build_commands 0:3 0:4 0:31 1:0: set-buffer
1779959446.234199 cmd_parse_build_commands 0:3 0:4 0:31 1:1: --
1779959446.234201 cmd_parse_build_commands 0:3 0:4 0:31 1:2: #{q:mouse_hyperlink}
1779959446.234203 cmd_parse_build_commands 0:3 0:4 0:32: 
1779959446.234205 cmd_parse_build_commands 0:3 0:4 0:33: Horizontal Split
1779959446.234207 cmd_parse_build_commands 0:3 0:4 0:34: h
1779959446.234209 cmd_parse_build_commands 0:3 0:4 0:35 0:0: split-window
